price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus,Access to shopping malls,access to schools,hospitals nearby,restuarants nearby,Property age housin,crimerates,place of worship
4319000,4032,2,1,1,yes,no,yes,no,no,0,no,furnished,8,4,2,4,0,low ,4
4305000,4400,2,1,1,yes,no,no,no,no,1,no,semi-furnished,9,4,4,1,1,low ,4
4305000,10360,2,1,1,yes,no,no,no,no,1,yes,semi-furnished,9,4,4,6,1,low ,2
4277000,3400,3,1,2,yes,no,yes,no,no,2,yes,semi-furnished,8,4,8,5,2,high,4
4270000,6360,2,1,1,yes,no,no,no,no,0,no,furnished,0,7,1,7,0,high,5
4270000,6360,2,1,2,yes,no,no,no,no,0,no,unfurnished,1,7,8,9,0,high,7
4270000,4500,2,1,1,yes,no,no,no,yes,2,no,furnished,7,8,4,5,2,low ,9
4270000,2175,3,1,2,no,yes,yes,no,yes,0,no,unfurnished,8,4,6,3,0,low ,5
4270000,4360,4,1,2,yes,no,no,no,no,0,no,furnished,9,6,9,7,1,high,3
4270000,7770,2,1,1,yes,no,no,no,no,1,no,furnished,4,9,7,1,8,low ,7
4235000,6650,3,1,2,yes,yes,no,no,no,0,no,semi-furnished,4,7,7,7,4,high,1
4235000,2787,3,1,1,yes,no,yes,no,no,0,yes,furnished,4,7,1,8,6,high,7
4200000,5500,3,1,2,yes,no,no,no,yes,0,no,unfurnished,4,6,2,8,9,low ,8
4200000,5040,3,1,2,yes,no,yes,no,yes,0,no,unfurnished,7,9,2,9,7,high,8
4200000,5850,2,1,1,yes,yes,yes,no,no,2,no,semi-furnished,7,9,1,9,7,low ,9
4200000,2610,4,3,2,no,no,no,no,no,0,no,semi-furnished,8,4,1,8,1,high,9
4200000,2953,3,1,2,yes,no,yes,no,yes,0,no,unfurnished,4,9,1,0,2,low ,4
4200000,2747,4,2,2,no,no,no,no,no,0,no,semi-furnished,6,4,3,1,2,high,7
4200000,4410,2,1,1,no,no,no,no,no,1,no,unfurnished,9,7,5,7,1,high,5
4200000,4000,4,2,2,no,no,no,no,no,0,no,semi-furnished,7,5,7,8,1,low ,3
4200000,2325,3,1,2,no,no,no,no,no,0,no,semi-furnished,7,3,4,9,1,low ,4
4200000,4600,3,2,2,yes,no,no,no,yes,1,no,semi-furnished,6,4,1,4,3,high,7
4200000,3640,3,2,2,yes,no,yes,no,no,0,no,unfurnished,9,7,8,4,5,high,5
4200000,5800,3,1,1,yes,no,no,yes,no,2,no,semi-furnished,9,5,4,4,7,low ,3
4200000,7000,3,1,1,yes,no,no,no,no,3,no,furnished,4,3,6,4,4,low ,6
4200000,4079,3,1,3,yes,no,no,no,no,0,no,semi-furnished,9,6,9,7,5,low ,7
4200000,3520,3,1,2,yes,no,no,no,no,0,yes,semi-furnished,4,7,7,7,4,low ,4
4200000,2145,3,1,3,yes,no,no,no,no,1,yes,unfurnished,7,4,7,8,1,low ,3
4200000,4500,3,1,1,yes,no,yes,no,no,0,no,furnished,5,3,1,4,3,low ,6
4193000,8250,3,1,1,yes,no,yes,no,no,3,no,semi-furnished,3,6,2,6,1,high,7
4193000,3450,3,1,2,yes,no,no,no,no,1,no,semi-furnished,4,7,2,9,6,low ,9
4165000,4840,3,1,2,yes,no,no,no,no,1,no,semi-furnished,7,9,1,1,9,high,6
4165000,4080,3,1,2,yes,no,no,no,no,2,no,semi-furnished,5,6,1,3,2,low ,3
4165000,4046,3,1,2,yes,no,yes,no,no,1,no,semi-furnished,3,3,1,5,7,low ,1
4130000,4632,4,1,2,yes,no,no,no,yes,0,no,semi-furnished,6,1,3,7,4,low ,3
4130000,5985,3,1,1,yes,no,yes,no,no,0,no,semi-furnished,7,3,5,4,8,low ,5
4123000,6060,2,1,1,yes,no,yes,no,no,1,no,semi-furnished,4,5,7,8,3,high,7
4098500,3600,3,1,1,yes,no,yes,no,yes,0,yes,furnished,3,9,4,1,6,low ,4
4095000,3680,3,2,2,yes,no,no,no,no,0,no,semi-furnished,6,4,5,6,2,high,8
4095000,4040,2,1,2,yes,no,no,no,no,1,no,semi-furnished,7,7,4,5,8,high,7
4095000,5600,2,1,1,yes,no,no,no,yes,0,no,semi-furnished,9,5,1,5,2,low ,4
4060000,5900,4,2,2,no,no,yes,no,no,1,no,unfurnished,6,3,3,7,9,high,6
4060000,4992,3,2,2,yes,no,no,no,no,2,no,unfurnished,3,4,1,4,0,low ,4
4060000,4340,3,1,1,yes,no,no,no,no,0,no,semi-furnished,1,7,6,8,3,high,4
4060000,3000,4,1,3,yes,no,yes,no,yes,2,no,semi-furnished,3,5,9,1,7,low ,2
4060000,4320,3,1,2,yes,no,no,no,no,2,yes,furnished,5,3,2,8,3,high,4
4025000,3630,3,2,2,yes,no,no,yes,no,2,no,semi-furnished,7,6,7,4,1,high,5
4025000,3460,3,2,1,yes,no,yes,no,yes,1,no,furnished,4,7,4,6,2,low ,7
4025000,5400,3,1,1,yes,no,no,no,no,3,no,semi-furnished,8,4,8,9,5,low ,9
4007500,4500,3,1,2,no,no,yes,no,yes,0,no,semi-furnished,7,3,3,7,1,high,5
4007500,3460,4,1,2,yes,no,no,no,yes,0,no,semi-furnished,4,6,6,7,4,high,3
3990000,4100,4,1,1,no,no,yes,no,no,0,no,unfurnished,6,7,2,1,2,low ,7
3990000,6480,3,1,2,no,no,no,no,yes,1,no,semi-furnished,4,9,8,2,7,low ,1
3990000,4500,3,2,2,no,no,yes,no,yes,0,no,semi-furnished,4,6,2,2,4,low ,7
3990000,3960,3,1,2,yes,no,no,no,no,0,no,furnished,2,3,9,1,8,low ,8
3990000,4050,2,1,2,yes,yes,yes,no,no,0,yes,unfurnished,4,1,0,1,3,low ,8
3920000,7260,3,2,1,yes,yes,yes,no,no,3,no,furnished,7,3,3,1,6,low ,9
3920000,5500,4,1,2,yes,yes,yes,no,no,0,no,semi-furnished,4,5,7,3,2,low ,9
3920000,3000,3,1,2,yes,no,no,no,no,0,no,semi-furnished,7,7,3,5,8,high,4
3920000,3290,2,1,1,yes,no,no,yes,no,1,no,furnished,6,4,1,7,2,low ,7
3920000,3816,2,1,1,yes,no,yes,no,yes,2,no,furnished,7,8,2,4,9,high,5
3920000,8080,3,1,1,yes,no,no,no,yes,2,no,semi-furnished,7,7,5,1,0,high,3
3920000,2145,4,2,1,yes,no,yes,no,no,0,yes,unfurnished,9,4,1,8,3,low ,4
3885000,3780,2,1,2,yes,yes,yes,no,no,0,no,semi-furnished,0,6,4,4,7,high,7
3885000,3180,4,2,2,yes,no,no,no,no,0,no,furnished,7,4,2,6,3,low ,5
3850000,5300,5,2,2,yes,no,no,no,no,0,no,semi-furnished,5,4,7,9,1,high,3
3850000,3180,2,2,1,yes,no,yes,no,no,2,no,semi-furnished,2,2,4,7,2,low ,6
3850000,7152,3,1,2,yes,no,no,no,yes,0,no,furnished,2,4,8,7,5,high,7
3850000,4080,2,1,1,yes,no,no,no,no,0,no,semi-furnished,7,7,3,1,1,high,4
3850000,3850,2,1,1,yes,no,no,no,no,0,no,semi-furnished,4,4,6,2,4,low ,3
3850000,2015,3,1,2,yes,no,yes,no,no,0,yes,semi-furnished,6,7,2,2,0,low ,6
3850000,2176,2,1,2,yes,yes,no,no,no,0,yes,semi-furnished,7,6,8,1,0,high,7
3836000,3350,3,1,2,yes,no,no,no,no,0,no,unfurnished,8,7,2,1,0,high,9
3815000,3150,2,2,1,no,no,yes,no,no,0,no,semi-furnished,5,7,9,1,0,low ,6
3780000,4820,3,1,2,yes,no,no,no,no,0,no,semi-furnished,5,9,0,9,0,low ,3
3780000,3420,2,1,2,yes,no,no,yes,no,1,no,semi-furnished,4,0,3,1,1,low ,1
3780000,3600,2,1,1,yes,no,no,no,no,0,no,semi-furnished,1,7,7,3,0,low ,3
3780000,5830,2,1,1,yes,no,no,no,no,2,no,unfurnished,6,5,3,5,2,low ,5
3780000,2856,3,1,3,yes,no,no,no,no,0,yes,furnished,5,2,1,7,0,low ,7
3780000,8400,2,1,1,yes,no,no,no,no,1,no,furnished,7,2,2,4,1,high,4
3773000,8250,3,1,1,yes,no,no,no,no,2,no,furnished,9,7,5,8,2,low ,8
3773000,2520,5,2,1,no,no,yes,no,yes,1,no,furnished,5,4,1,1,1,high,7
3773000,6930,4,1,2,no,no,no,no,no,1,no,furnished,3,6,4,6,1,low ,4
3745000,3480,2,1,1,yes,no,no,no,no,0,yes,semi-furnished,7,7,6,5,0,low ,6
3710000,3600,3,1,1,yes,no,no,no,no,1,no,unfurnished,1,8,7,5,1,low ,4
3710000,4040,2,1,1,yes,no,no,no,no,0,no,semi-furnished,7,5,4,7,0,high,4
3710000,6020,3,1,1,yes,no,no,no,no,0,no,semi-furnished,8,5,3,4,0,low ,2
3710000,4050,2,1,1,yes,no,no,no,no,0,no,furnished,8,4,8,8,0,high,4
3710000,3584,2,1,1,yes,no,no,yes,no,0,no,semi-furnished,9,1,2,1,0,high,8
3703000,3120,3,1,2,no,no,yes,yes,no,0,no,semi-furnished,9,6,9,8,0,low ,1
3703000,5450,2,1,1,yes,no,no,no,no,0,no,furnished,8,5,2,4,1,low ,8
3675000,3630,2,1,1,yes,no,yes,no,no,0,no,furnished,0,7,7,6,8,high,4
3675000,3630,2,1,1,yes,no,no,no,yes,0,no,unfurnished,1,9,6,9,4,high,6
3675000,5640,2,1,1,no,no,no,no,no,0,no,semi-furnished,7,5,9,7,6,low ,9
3675000,3600,2,1,1,yes,no,no,no,no,0,no,furnished,8,3,9,7,9,low ,7
3640000,4280,2,1,1,yes,no,no,no,yes,2,no,semi-furnished,9,7,4,1,7,low ,7
3640000,3570,3,1,2,yes,no,yes,no,no,0,no,semi-furnished,4,1,9,2,7,low ,1
3640000,3180,3,1,2,no,no,yes,no,no,0,no,semi-furnished,4,7,1,2,1,low ,2
3640000,3000,2,1,2,yes,no,no,no,yes,0,no,furnished,4,8,3,1,2,low ,2
3640000,3520,2,2,1,yes,no,yes,no,no,0,no,semi-furnished,4,8,5,1,2,high,1
3640000,5960,3,1,2,yes,yes,yes,no,no,0,no,unfurnished,7,9,7,1,1,low ,1
3640000,4130,3,2,2,yes,no,no,no,no,2,no,semi-furnished,7,9,4,3,1,high,1
3640000,2850,3,2,2,no,no,yes,no,no,0,yes,unfurnished,8,8,8,5,1,low ,3
3640000,2275,3,1,3,yes,no,no,yes,yes,0,yes,semi-furnished,4,0,1,7,3,low ,5
3633000,3520,3,1,1,yes,no,no,no,no,2,yes,unfurnished,6,1,6,4,5,low ,7
3605000,4500,2,1,1,yes,no,no,no,no,0,no,semi-furnished,9,7,5,1,7,low ,4
3605000,4000,2,1,1,yes,no,no,no,no,0,yes,semi-furnished,7,8,5,8,4,high,1
3570000,3150,3,1,2,yes,no,yes,no,no,0,no,furnished,7,9,7,4,5,high,8
3570000,4500,4,2,2,yes,no,yes,no,no,2,no,furnished,6,4,4,6,4,low ,4
3570000,4500,2,1,1,no,no,no,no,no,0,no,furnished,9,4,8,9,1,low ,6
3570000,3640,2,1,1,yes,no,no,no,no,0,no,unfurnished,9,4,1,7,3,low ,9
3535000,3850,3,1,1,yes,no,no,no,no,2,no,unfurnished,4,4,8,7,1,low ,7
3500000,4240,3,1,2,yes,no,no,no,yes,0,no,semi-furnished,9,7,4,1,6,high,7
3500000,3650,3,1,2,yes,no,no,no,no,0,no,unfurnished,4,7,6,2,9,high,1
3500000,4600,4,1,2,yes,no,no,no,no,0,no,semi-furnished,7,8,9,2,2,high,2
3500000,2135,3,2,2,no,no,no,no,no,0,no,unfurnished,5,4,7,1,7,low ,2
3500000,3036,3,1,2,yes,no,yes,no,no,0,no,semi-furnished,3,6,7,1,4,low ,1
3500000,3990,3,1,2,yes,no,no,no,no,0,no,semi-furnished,4,9,1,7,8,high,1
3500000,7424,3,1,1,no,no,no,no,no,0,no,unfurnished,7,7,2,9,3,high,7
3500000,3480,3,1,1,no,no,no,no,yes,0,no,unfurnished,5,7,2,5,6,low ,9
3500000,3600,6,1,2,yes,no,no,no,no,1,no,unfurnished,3,6,1,3,2,low ,5
3500000,3640,2,1,1,yes,no,no,no,no,1,no,semi-furnished,6,9,1,7,8,low ,3
3500000,5900,2,1,1,yes,no,no,no,no,1,no,furnished,7,9,1,1,2,low ,7
3500000,3120,3,1,2,yes,no,no,no,no,1,no,unfurnished,4,4,3,7,9,low ,1
3500000,7350,2,1,1,yes,no,no,no,no,1,no,semi-furnished,3,9,5,8,0,low ,7
3500000,3512,2,1,1,yes,no,no,no,no,1,yes,unfurnished,6,4,7,8,3,high,8
3500000,9500,3,1,2,yes,no,no,no,no,3,yes,unfurnished,7,7,4,9,7,low ,8
3500000,5880,2,1,1,yes,no,no,no,no,0,no,unfurnished,9,5,7,9,3,high,9
3500000,12944,3,1,1,yes,no,no,no,no,0,no,unfurnished,6,3,6,8,1,low ,9
3493000,4900,3,1,2,no,no,no,no,no,0,no,unfurnished,3,4,9,0,2,low ,8
3465000,3060,3,1,1,yes,no,no,no,no,0,no,unfurnished,1,7,9,1,5,low ,0
3465000,5320,2,1,1,yes,no,no,no,no,1,yes,unfurnished,3,5,4,7,1,low ,8
3465000,2145,3,1,3,yes,no,no,no,no,0,yes,furnished,5,3,9,8,4,high,4
3430000,4000,2,1,1,yes,no,no,no,no,0,no,unfurnished,7,6,1,9,2,high,8
3430000,3185,2,1,1,yes,no,no,no,no,2,no,unfurnished,4,7,3,4,7,low ,1
3430000,3850,3,1,1,yes,no,no,no,no,0,no,unfurnished,8,4,5,4,4,low ,8
3430000,2145,3,1,3,yes,no,no,no,no,0,yes,furnished,7,3,7,4,8,low ,4
3430000,2610,3,1,2,yes,no,yes,no,no,0,yes,unfurnished,4,6,4,4,3,low ,6
3430000,1950,3,2,2,yes,no,yes,no,no,0,yes,unfurnished,6,7,8,7,6,high,9
3423000,4040,2,1,1,yes,no,no,no,no,0,no,unfurnished,4,9,1,7,2,high,7
3395000,4785,3,1,2,yes,yes,yes,no,yes,1,no,furnished,4,6,6,8,8,low ,7
3395000,3450,3,1,1,yes,no,yes,no,no,2,no,unfurnished,2,3,5,4,2,low ,1
3395000,3640,2,1,1,yes,no,no,no,no,0,no,furnished,4,1,5,6,9,high,2
3360000,3500,4,1,2,yes,no,no,no,yes,2,no,unfurnished,7,3,7,9,0,high,2
3360000,4960,4,1,3,no,no,no,no,no,0,no,semi-furnished,4,5,4,7,3,low ,1
3360000,4120,2,1,2,yes,no,no,no,no,0,no,unfurnished,7,9,8,9,7,low ,1
3360000,4750,2,1,1,yes,no,no,no,no,0,no,unfurnished,6,4,1,5,3,low ,1
3360000,3720,2,1,1,no,no,no,no,yes,0,no,unfurnished,7,7,8,3,1,low ,3
3360000,3750,3,1,1,yes,no,no,no,no,0,no,unfurnished,7,5,4,7,2,low ,5
3360000,3100,3,1,2,no,no,yes,no,no,0,no,semi-furnished,9,3,6,1,5,low ,7
3360000,3185,2,1,1,yes,no,yes,no,no,2,no,furnished,0,4,9,7,1,high,4
3353000,2700,3,1,1,no,no,no,no,no,0,no,furnished,7,7,7,8,4,low ,1
3332000,2145,3,1,2,yes,no,yes,no,no,0,yes,furnished,5,5,7,8,0,high,8
3325000,4040,2,1,1,yes,no,no,no,no,1,no,unfurnished,2,3,1,9,1,low ,4
3325000,4775,4,1,2,yes,no,no,no,no,0,no,unfurnished,2,6,2,9,0,low ,6
3290000,2500,2,1,1,no,no,no,no,yes,0,no,unfurnished,7,7,2,8,0,low ,9
3290000,3180,4,1,2,yes,no,yes,no,yes,0,no,unfurnished,4,4,1,0,1,low ,7
3290000,6060,3,1,1,yes,yes,yes,no,no,0,no,furnished,6,3,1,1,8,high,7
3290000,3480,4,1,2,no,no,no,no,no,1,no,semi-furnished,7,6,1,7,4,high,1
3290000,3792,4,1,2,yes,no,no,no,no,0,no,semi-furnished,8,7,3,8,6,low ,2
3290000,4040,2,1,1,yes,no,no,no,no,0,no,unfurnished,5,9,5,9,9,low ,2
3290000,2145,3,1,2,yes,no,yes,no,no,0,yes,furnished,5,6,7,4,7,low ,1
3290000,5880,3,1,1,yes,no,no,no,no,1,no,unfurnished,4,3,4,4,7,low ,1
3255000,4500,2,1,1,no,no,no,no,no,0,no,semi-furnished,1,1,5,4,1,high,7
3255000,3930,2,1,1,no,no,no,no,no,0,no,unfurnished,6,3,4,4,2,high,9
3234000,3640,4,1,2,yes,no,yes,no,no,0,no,unfurnished,5,5,1,7,2,high,5
3220000,4370,3,1,2,yes,no,no,no,no,0,no,unfurnished,7,7,3,7,1,high,3
3220000,2684,2,1,1,yes,no,no,no,yes,1,no,unfurnished,9,4,1,8,1,low ,7
3220000,4320,3,1,1,no,no,no,no,no,1,no,unfurnished,5,8,6,4,1,high,1
3220000,3120,3,1,2,no,no,no,no,no,0,no,furnished,3,7,9,6,3,low ,7
3150000,3450,1,1,1,yes,no,no,no,no,0,no,furnished,7,4,2,9,5,low ,8
3150000,3986,2,2,1,no,yes,yes,no,no,1,no,unfurnished,1,6,7,5,7,high,8
3150000,3500,2,1,1,no,no,yes,no,no,0,no,semi-furnished,7,4,4,9,4,high,9
3150000,4095,2,1,1,yes,no,no,no,no,2,no,semi-furnished,8,4,8,4,5,low ,9
3150000,1650,3,1,2,no,no,yes,no,no,0,no,unfurnished,8,2,3,7,4,low ,8
3150000,3450,3,1,2,yes,no,yes,no,no,0,no,semi-furnished,9,4,6,5,1,low ,0
3150000,6750,2,1,1,yes,no,no,no,no,0,no,semi-furnished,9,7,2,3,3,high,8
3150000,9000,3,1,2,yes,no,no,no,no,2,no,semi-furnished,8,4,8,4,1,low ,1
3150000,3069,2,1,1,yes,no,no,no,no,1,no,unfurnished,0,7,2,7,6,high,8
3143000,4500,3,1,2,yes,no,no,no,yes,0,no,unfurnished,1,6,9,5,9,high,4
3129000,5495,3,1,1,yes,no,yes,no,no,0,no,unfurnished,7,7,0,3,2,low ,6
3118850,2398,3,1,1,yes,no,no,no,no,0,yes,semi-furnished,8,7,3,6,7,high,9
3115000,3000,3,1,1,no,no,no,no,yes,0,no,unfurnished,9,9,7,7,4,low ,7
3115000,3850,3,1,2,yes,no,no,no,no,0,no,unfurnished,4,0,3,4,8,high,7
3115000,3500,2,1,1,yes,no,no,no,no,0,no,unfurnished,4,7,1,3,3,low ,1
3087000,8100,2,1,1,yes,no,no,no,no,1,no,unfurnished,4,5,2,6,6,high,2
3080000,4960,2,1,1,yes,no,yes,no,yes,0,no,unfurnished,4,2,5,7,2,high,2
3080000,2160,3,1,2,no,no,yes,no,no,0,no,semi-furnished,7,2,1,9,8,low ,1
3080000,3090,2,1,1,yes,yes,yes,no,no,0,no,unfurnished,7,7,4,6,2,low ,1
3080000,4500,2,1,2,yes,no,no,yes,no,1,no,semi-furnished,8,4,7,3,9,high,1
3045000,3800,2,1,1,yes,no,no,no,no,0,no,unfurnished,4,6,6,1,0,high,3
3010000,3090,3,1,2,no,no,no,no,no,0,no,semi-furnished,6,7,9,3,3,low ,5
3010000,3240,3,1,2,yes,no,no,no,no,2,no,semi-furnished,9,8,9,5,7,high,7
3010000,2835,2,1,1,yes,no,no,no,no,0,no,semi-furnished,7,5,4,7,3,high,4
3010000,4600,2,1,1,yes,no,no,no,no,0,no,furnished,7,5,9,4,1,low ,1
3010000,5076,3,1,1,no,no,no,no,no,0,no,unfurnished,6,4,1,5,2,low ,8
3010000,3750,3,1,2,yes,no,no,no,no,0,no,unfurnished,9,1,3,9,5,high,4
3010000,3630,4,1,2,yes,no,no,no,no,3,no,semi-furnished,9,6,5,4,1,high,6
3003000,8050,2,1,1,yes,no,no,no,no,0,no,unfurnished,4,5,7,7,4,low ,9
2975000,4352,4,1,2,no,no,no,no,no,1,no,unfurnished,9,7,4,5,2,low ,7
2961000,3000,2,1,2,yes,no,no,no,no,0,no,semi-furnished,4,9,8,3,7,low ,7
2940000,5850,3,1,2,yes,no,yes,no,no,1,no,unfurnished,7,5,1,4,4,low ,1
2940000,4960,2,1,1,yes,no,no,no,no,0,no,unfurnished,5,3,6,7,8,low ,2
2940000,3600,3,1,2,no,no,no,no,no,1,no,unfurnished,3,7,5,5,3,low ,2
2940000,3660,4,1,2,no,no,no,no,no,0,no,unfurnished,4,1,5,3,6,high,1
2940000,3480,3,1,2,no,no,no,no,no,1,no,semi-furnished,7,7,7,6,2,low ,1
2940000,2700,2,1,1,no,no,no,no,no,0,no,furnished,5,8,4,7,8,high,7
2940000,3150,3,1,2,no,no,no,no,no,0,no,unfurnished,3,8,8,4,2,low ,9
2940000,6615,3,1,2,yes,no,no,no,no,0,no,semi-furnished,6,9,1,3,9,low ,5
2870000,3040,2,1,1,no,no,no,no,no,0,no,unfurnished,7,9,8,6,0,low ,3
2870000,3630,2,1,1,yes,no,no,no,no,0,no,unfurnished,4,8,4,7,3,low ,7
2870000,6000,2,1,1,yes,no,no,no,no,0,no,semi-furnished,3,0,6,9,7,high,1
2870000,5400,4,1,2,yes,no,no,no,no,0,no,unfurnished,6,1,9,6,3,high,7
2852500,5200,4,1,3,yes,no,no,no,no,0,no,unfurnished,7,7,7,3,1,low ,8
2835000,3300,3,1,2,no,no,no,no,no,1,no,semi-furnished,9,8,7,1,2,low ,8
2835000,4350,3,1,2,no,no,no,yes,no,1,no,unfurnished,6,9,1,3,5,low ,9
2835000,2640,2,1,1,no,no,no,no,no,1,no,furnished,3,4,2,5,1,low ,9
2800000,2650,3,1,2,yes,no,yes,no,no,1,no,unfurnished,1,4,2,7,4,high,8
2800000,3960,3,1,1,yes,no,no,no,no,0,no,furnished,3,4,1,4,0,high,0
2730000,6800,2,1,1,yes,no,no,no,no,0,no,unfurnished,5,4,1,8,0,high,1
2730000,4000,3,1,2,yes,no,no,no,no,1,no,unfurnished,7,7,1,7,6,high,7
2695000,4000,2,1,1,yes,no,no,no,no,0,no,unfurnished,4,7,3,4,9,low ,9
2660000,3934,2,1,1,yes,no,no,no,no,0,no,unfurnished,8,8,5,6,9,high,5
2660000,2000,2,1,2,yes,no,no,no,no,0,no,semi-furnished,7,4,7,4,4,low ,3
2660000,3630,3,3,2,no,yes,no,no,no,0,no,unfurnished,4,6,4,4,9,low ,7
2660000,2800,3,1,1,yes,no,no,no,no,0,no,unfurnished,6,9,5,2,4,high,1
2660000,2430,3,1,1,no,no,no,no,no,0,no,unfurnished,4,7,4,4,7,high,7
2660000,3480,2,1,1,yes,no,no,no,no,1,no,semi-furnished,4,7,1,7,5,low ,8
2660000,4000,3,1,1,yes,no,no,no,no,0,no,semi-furnished,2,6,3,5,3,low ,8
2653000,3185,2,1,1,yes,no,no,no,yes,0,no,unfurnished,4,9,1,2,4,low ,9
2653000,4000,3,1,2,yes,no,no,no,yes,0,no,unfurnished,7,9,6,2,7,high,9
2604000,2910,2,1,1,no,no,no,no,no,0,no,unfurnished,4,4,9,7,5,low ,8
2590000,3600,2,1,1,yes,no,no,no,no,0,no,unfurnished,7,9,2,4,3,high,0
2590000,4400,2,1,1,yes,no,no,no,no,0,no,unfurnished,6,4,7,6,6,high,1
2590000,3600,2,2,2,yes,no,yes,no,no,1,no,furnished,7,7,4,7,5,high,2
2520000,2880,3,1,1,no,no,no,no,no,0,no,unfurnished,7,5,8,8,3,low ,2
2520000,3180,3,1,1,no,no,no,no,no,0,no,unfurnished,9,3,3,5,4,low ,1
2520000,3000,2,1,2,yes,no,no,no,no,0,no,furnished,0,4,6,5,7,high,1
2485000,4400,3,1,2,yes,no,no,no,no,0,no,unfurnished,7,7,2,4,5,high,7
2485000,3000,3,1,2,no,no,no,no,no,0,no,semi-furnished,5,5,8,1,3,low ,9
2450000,3210,3,1,2,yes,no,yes,no,no,0,no,unfurnished,2,3,2,6,6,low ,5
2450000,3240,2,1,1,no,yes,no,no,no,1,no,unfurnished,2,6,9,5,7,low ,3
2450000,3000,2,1,1,yes,no,no,no,no,1,no,unfurnished,7,7,0,7,4,low ,7
2450000,3500,2,1,1,yes,yes,no,no,no,0,no,unfurnished,4,4,3,9,3,low ,1
2450000,4840,2,1,2,yes,no,no,no,no,0,no,unfurnished,6,3,7,5,6,low ,7
2450000,7700,2,1,1,yes,no,no,no,no,0,no,unfurnished,7,6,3,3,7,high,8
2408000,3635,2,1,1,no,no,no,no,no,0,no,unfurnished,8,7,1,7,9,low ,8
2380000,2475,3,1,2,yes,no,no,no,no,0,no,furnished,5,9,2,1,6,high,9
2380000,2787,4,2,2,yes,no,no,no,no,0,no,furnished,5,6,5,7,3,low ,9
2380000,3264,2,1,1,yes,no,no,no,no,0,no,unfurnished,4,3,1,8,0,low ,8
2345000,3640,2,1,1,yes,no,no,no,no,0,no,unfurnished,1,1,4,8,0,low ,0
2310000,3180,2,1,1,yes,no,no,no,no,0,no,unfurnished,6,3,2,9,0,low ,7
2275000,1836,2,1,1,no,no,yes,no,no,0,no,semi-furnished,5,5,7,9,0,high,7
2275000,3970,1,1,1,no,no,no,no,no,0,no,unfurnished,7,8,4,8,0,high,1
2275000,3970,3,1,2,yes,no,yes,no,no,0,no,unfurnished,9,8,8,0,0,low ,2
2240000,1950,3,1,1,no,no,no,yes,no,0,no,unfurnished,5,9,3,1,0,low ,2
2233000,5300,3,1,1,no,no,no,no,yes,0,yes,unfurnished,3,9,6,7,0,low ,1
2135000,3000,2,1,1,no,no,no,no,no,0,no,unfurnished,7,8,2,8,0,low ,1
2100000,2400,3,1,2,yes,no,no,no,no,0,no,unfurnished,1,0,8,9,0,high,1
2100000,3000,4,1,2,yes,no,no,no,no,0,no,unfurnished,7,1,2,1,0,high,3
2100000,3360,2,1,1,yes,no,no,no,no,1,no,unfurnished,8,7,9,7,1,high,5
1960000,3420,5,1,2,no,no,no,no,no,0,no,unfurnished,8,8,0,8,0,high,7
1890000,1700,3,1,2,yes,no,no,no,no,0,no,unfurnished,9,9,3,1,0,low ,4
1890000,3649,2,1,1,yes,no,no,no,no,0,no,unfurnished,9,4,7,7,0,high,1
1855000,2990,2,1,1,no,no,no,no,no,1,no,unfurnished,8,4,3,1,1,low ,8
1820000,3000,2,1,1,yes,no,yes,no,no,2,no,unfurnished,0,4,1,7,2,low ,4
1767150,2400,3,1,1,no,no,no,no,no,0,no,semi-furnished,1,4,2,8,0,high,6
1750000,3620,2,1,1,yes,no,no,no,no,0,no,unfurnished,7,7,5,9,0,high,9
1750000,2910,3,1,1,no,no,no,no,no,0,no,furnished,8,7,1,4,0,low ,7
1750000,3850,3,1,2,yes,no,no,no,no,0,no,unfurnished,9,8,4,4,0,low ,7
